ID,State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
4664,Maharashtra,Wardha,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,449599,1859,451458,41.23,Lost
4665,Maharashtra,Wardha,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,20653,142,20795,1.9,Lost
4666,Maharashtra,Wardha,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,15408,84,15492,1.41,Lost
4667,Maharashtra,Wardha,ASIF,Independent,15176,6,15182,1.39,Lost
4668,Maharashtra,Wardha,KISHOR BABA PAVAR,Independent,12917,3,12920,1.18,Lost
4669,Maharashtra,Wardha,SUHAS V. THAKARE,Independent,7639,9,7648,0.7,Lost
4670,Maharashtra,Wardha,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5446,21,5467,0.5,Lost
4671,Maharashtra,Wardha,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4651,21,4672,0.43,Lost
4672,Maharashtra,Wardha,ADV. BHASKAR MAROTRAO  NEWARE,Independent,4021,11,4032,0.37,Lost
4673,Maharashtra,Wardha,JAGADISH UDDVRAO  WANKHADE,Independent,2338,11,2349,0.21,Lost
4674,Maharashtra,Wardha,POOJA PANKAJ TADAS,Independent,2121,14,2135,0.19,Lost
4675,Maharashtra,Wardha,ANIL K. GHUSHE,Independent,1967,4,1971,0.18,Lost
4676,Maharashtra,Wardha,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1819,9,1828,0.17,Lost
4677,Maharashtra,Wardha,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,1723,15,1738,0.16,Lost
4678,Maharashtra,Wardha,ARVIND SHAMRAO LILLORE,Independent,1475,1,1476,0.13,Lost
4679,Maharashtra,Wardha,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1418,20,1438,0.13,Lost
4680,Maharashtra,Wardha,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1342,1,1343,0.12,Lost
4681,Maharashtra,Wardha,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1231,15,1246,0.11,Lost
4682,Maharashtra,Wardha,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1052,9,1061,0.1,Lost
4683,Maharashtra,Wardha,RAMESH SINHA,Independent,799,-,799,0.07,Lost
4684,Maharashtra,Wardha,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,792,5,797,0.07,Lost
4685,Maharashtra,Wardha,DIXITA ANAND,Desh Janhit Party,731,5,736,0.07,Lost
4686,Maharashtra,Wardha,RAHUL T. BHOYAR,Independent,685,4,689,0.06,Lost
4687,Maharashtra,Wardha,NOTA,None of the Above,4583,51,4634,0.42,Lost
4688,Maharashtra,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Won
4689,Maharashtra,Yavatmal- Washim,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83,Lost
4690,Maharashtra,Yavatmal- Washim,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6,Lost
4691,Maharashtra,Yavatmal- Washim,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42,Lost
4692,Maharashtra,Yavatmal- Washim,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59,Lost
4693,Maharashtra,Yavatmal- Washim,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55,Lost
4694,Maharashtra,Yavatmal- Washim,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51,Lost
4695,Maharashtra,Yavatmal- Washim,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45,Lost
4696,Maharashtra,Yavatmal- Washim,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37,Lost
4697,Maharashtra,Yavatmal- Washim,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28,Lost
4698,Maharashtra,Yavatmal- Washim,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24,Lost
4699,Maharashtra,Yavatmal- Washim,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23,Lost
4700,Maharashtra,Yavatmal- Washim,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16,Lost
4701,Maharashtra,Yavatmal- Washim,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15,Lost
4702,Maharashtra,Yavatmal- Washim,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14,Lost
4703,Maharashtra,Yavatmal- Washim,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09,Lost
4704,Maharashtra,Yavatmal- Washim,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09,Lost
4705,Maharashtra,Yavatmal- Washim,NOTA,None of the Above,9316,75,9391,0.77,Lost
4706,Manipur,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,Indian National Congress,370678,3339,374017,46.93,Won
4707,Manipur,Inner Manipur,THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,262217,1999,264216,33.16,Lost
4708,Manipur,Inner Manipur,MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),134308,1332,135640,17.02,Lost
4709,Manipur,Inner Manipur,RAJKUMAR SOMENDRO SINGH,Independent,12892,158,13050,1.64,Lost
4710,Manipur,Inner Manipur,MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,4831,50,4881,0.61,Lost
4711,Manipur,Inner Manipur,HAORUNGBAM SARAT SINGH,Independent,1279,17,1296,0.16,Lost
4712,Manipur,Inner Manipur,NOTA,None of the Above,3707,90,3797,0.48,Lost
4713,Manipur,Outer Manipur,ALFRED KANNGAM S ARTHUR,Indian National Congress,381813,3141,384954,48.32,Won
4714,Manipur,Outer Manipur,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,298358,1178,299536,37.6,Lost
4715,Manipur,Outer Manipur,S KHO JOHN,Independent,89677,233,89910,11.28,Lost
4716,Manipur,Outer Manipur,ALYSON ABONMAI,Independent,14865,245,15110,1.9,Lost
4717,Manipur,Outer Manipur,NOTA,None of the Above,6530,695,7225,0.91,Lost
4718,Meghalaya,Shillong,DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,569156,1922,571078,55.02,Won
4719,Meghalaya,Shillong,VINCENT H. PALA,Indian National Congress,198045,1123,199168,19.19,Lost
4720,Meghalaya,Shillong,DR. MAZEL AMPAREEN LYNGDOH,National People's Party,185531,957,186488,17.97,Lost
4721,Meghalaya,Shillong,ROBERTJUNE KHARJAHRIN,United Democratic Party,44278,285,44563,4.29,Lost
4722,Meghalaya,Shillong,PROF. LAKHON KMA,Independent,18522,60,18582,1.79,Lost
4723,Meghalaya,Shillong,PETER SHALLAM,Independent,6975,49,7024,0.68,Lost
4724,Meghalaya,Shillong,NOTA,None of the Above,10944,64,11008,1.06,Lost
4725,Meghalaya,Tura,SALENG A SANGMA,Indian National Congress,382058,1861,383919,56.96,Won
4726,Meghalaya,Tura,AGATHA K SANGMA,National People's Party,227210,1468,228678,33.93,Lost
4727,Meghalaya,Tura,ZENITH M SANGMA,All India Trinamool Congress,48518,191,48709,7.23,Lost
4728,Meghalaya,Tura,LABENN CH MARAK,Independent,6846,64,6910,1.03,Lost
4729,Meghalaya,Tura,NOTA,None of the Above,5809,31,5840,0.87,Lost
4730,Mizoram,MIZORAM,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,206377,2175,208552,42.45,Won
4731,Mizoram,MIZORAM,K VANLALVENA,Mizo National Front,139532,732,140264,28.55,Lost
4732,Mizoram,MIZORAM,LALBIAKZAMA,Indian National Congress,97761,834,98595,20.07,Lost
4733,Mizoram,MIZORAM,VANLALHMUAKA,Bharatiya Janata Party,33009,524,33533,6.82,Lost
4734,Mizoram,MIZORAM,LALHRIATRENGA CHHANGTE,Independent,4663,43,4706,0.96,Lost
4735,Mizoram,MIZORAM,RITA MALSAWMI,Mizoram People's Conference,3681,112,3793,0.77,Lost
4736,Mizoram,MIZORAM,NOTA,None of the Above,1866,27,1893,0.39,Lost
4737,Nagaland,Nagaland,S SUPONGMEREN JAMIR,Indian National Congress,399512,2439,401951,52.83,Won
4738,Nagaland,Nagaland,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350072,895,350967,46.13,Lost
4739,Nagaland,Nagaland,HAYITHUNG TUNGOE LOTHA,Independent,6050,182,6232,0.82,Lost
4740,Nagaland,Nagaland,NOTA,None of the Above,1520,126,1646,0.22,Lost
4741,NCT OF Delhi,Chandni Chowk,PRAVEEN KHANDELWAL,Bharatiya Janata Party,514958,1538,516496,53.46,Won
4742,NCT OF Delhi,Chandni Chowk,JAI PRAKASH AGARWAL,Indian National Congress,426542,629,427171,44.22,Lost
4743,NCT OF Delhi,Chandni Chowk,ABUL KALAM AZAD,Bahujan Samaj Party,5820,9,5829,0.6,Lost
4744,NCT OF Delhi,Chandni Chowk,UMESH RATHOR,Atulya Bharat Party,1614,3,1617,0.17,Lost
4745,NCT OF Delhi,Chandni Chowk,SEEMA RIZVI,Azad Samaj Party,1089,-,1089,0.11,Lost
4746,NCT OF Delhi,Chandni Chowk,SHAIK JALEEL,Navarang Congress Party,947,2,949,0.1,Lost
4747,NCT OF Delhi,Chandni Chowk,MD NAZIR,Aman Samaj Party,945,-,945,0.1,Lost
4748,NCT OF Delhi,Chandni Chowk,SATYA DEV CHAUDHARY,Satya Bahumat Party,842,-,842,0.09,Lost
4749,NCT OF Delhi,Chandni Chowk,RITU KAUSHIK,Socialist Unity Centre Of India (COMMUNIST),642,1,643,0.07,Lost
4750,NCT OF Delhi,Chandni Chowk,SAMEER MIRZA,Rashtriya Republican Party,513,-,513,0.05,Lost
4751,NCT OF Delhi,Chandni Chowk,SOHARSH GULGULIA JAIN,Swaraj Bhartiya Nyay Party,503,-,503,0.05,Lost
4752,NCT OF Delhi,Chandni Chowk,SHYAM BHARTEEY,Gareeb Aadmi Party,462,1,463,0.05,Lost
4753,NCT OF Delhi,Chandni Chowk,GULJAR SINGH,Peoples Party of India (Democratic),424,-,424,0.04,Lost
4754,NCT OF Delhi,Chandni Chowk,YOGENDER SINGH,Bharatiya Liberal Party,389,-,389,0.04,Lost
4755,NCT OF Delhi,Chandni Chowk,VINOD KUMAR GUPTA,Akhil Bhartiya Parivar Party,357,2,359,0.04,Lost
4756,NCT OF Delhi,Chandni Chowk,SHIVAM SAINI,Right to Recall Party,330,-,330,0.03,Lost
4757,NCT OF Delhi,Chandni Chowk,MANOJ KUMAR NIGAM,Akhil Bhartiya Sudhar Party,321,-,321,0.03,Lost
4758,NCT OF Delhi,Chandni Chowk,RAJESH GUPTA,Bharat Lok Sewak Party,261,1,262,0.03,Lost
4759,NCT OF Delhi,Chandni Chowk,RAHUL SHARMA,Rashtriya Mangalam Party,256,1,257,0.03,Lost
4760,NCT OF Delhi,Chandni Chowk,SUNIL KUMAR,Independent,247,-,247,0.03,Lost
4761,NCT OF Delhi,Chandni Chowk,SUBHASH CHANDER,Independent,220,-,220,0.02,Lost
4762,NCT OF Delhi,Chandni Chowk,MOHD HAMID,Bharatheeya Jawan Kisan Party,189,-,189,0.02,Lost
4763,NCT OF Delhi,Chandni Chowk,PYUSH NARULA,Independent,172,-,172,0.02,Lost
4764,NCT OF Delhi,Chandni Chowk,HEENA,Public Political Party,169,-,169,0.02,Lost
4765,NCT OF Delhi,Chandni Chowk,ASHOK KUMAR GUPTA,Independent,139,1,140,0.01,Lost
4766,NCT OF Delhi,Chandni Chowk,NOTA,None of the Above,5544,19,5563,0.58,Lost
4767,NCT OF Delhi,East Delhi,HARSH MALHOTRA,Bharatiya Janata Party,663420,1399,664819,52.59,Won
4768,NCT OF Delhi,East Delhi,KULDEEP KUMAR (MONU),Aam Aadmi Party,570494,662,571156,45.18,Lost
4769,NCT OF Delhi,East Delhi,MOHD. WAQAR CHOUDHARY,Bahujan Samaj Party,9158,39,9197,0.73,Lost
4770,NCT OF Delhi,East Delhi,A. GOPALA KRISHNA,Navarang Congress Party,2807,10,2817,0.22,Lost
4771,NCT OF Delhi,East Delhi,KULDEEP KUMAR,Independent,1579,3,1582,0.13,Lost
4772,NCT OF Delhi,East Delhi,MANOJ KUMAR GUPTA (SWARAJI),Independent,1191,1,1192,0.09,Lost
4773,NCT OF Delhi,East Delhi,RODASH GUPTA,Independent,1097,2,1099,0.09,Lost
4774,NCT OF Delhi,East Delhi,JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,824,-,824,0.07,Lost
4775,NCT OF Delhi,East Delhi,ARUNIMA GAUTAM,Independent,749,2,751,0.06,Lost
4776,NCT OF Delhi,East Delhi,JAI RAM LAL,Rashtriya Republican Party,657,-,657,0.05,Lost
4777,NCT OF Delhi,East Delhi,ADVOCATE MANJEET SINGH,Rashtra Nirman Party,614,-,614,0.05,Lost
4778,NCT OF Delhi,East Delhi,MOHAMMAD IRFAN,Independent,582,1,583,0.05,Lost
4779,NCT OF Delhi,East Delhi,OM SHANKAR,Independent,556,-,556,0.04,Lost
4780,NCT OF Delhi,East Delhi,LAL SINGH,Bahujan Dravida Party,476,1,477,0.04,Lost
4781,NCT OF Delhi,East Delhi,YOGESH CHAUDHARY,Bhartiya Veer Dal,468,2,470,0.04,Lost
4782,NCT OF Delhi,East Delhi,VIMAL KUMAR SAXENA,Independent,427,6,433,0.03,Lost
4783,NCT OF Delhi,East Delhi,SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),392,7,399,0.03,Lost
4784,NCT OF Delhi,East Delhi,SANJAY,Public Political Party,378,1,379,0.03,Lost
4785,NCT OF Delhi,East Delhi,AMIT GUPTA,Independent,358,2,360,0.03,Lost
4786,NCT OF Delhi,East Delhi,SANJAYA KUMAR YADAV,Right to Recall Party,289,1,290,0.02,Lost
4787,NCT OF Delhi,East Delhi,NOTA,None of the Above,5371,23,5394,0.43,Lost
4788,NCT OF Delhi,New Delhi,BANSURI SWARAJ,Bharatiya Janata Party,451464,1721,453185,53.48,Won
4789,NCT OF Delhi,New Delhi,SOMNATH BHARTI,Aam Aadmi Party,374032,783,374815,44.23,Lost
4790,NCT OF Delhi,New Delhi,RAAJ KUMAR ANAND,Bahujan Samaj Party,5601,28,5629,0.66,Lost
4791,NCT OF Delhi,New Delhi,SANJAY RAWAT,Independent,1271,5,1276,0.15,Lost
4792,NCT OF Delhi,New Delhi,ACHLA JETHMALANI,Jindabad Kranti Party,1036,1,1037,0.12,Lost
4793,NCT OF Delhi,New Delhi,HIRA LAL,Independent,1005,-,1005,0.12,Lost
4794,NCT OF Delhi,New Delhi,PREM SINGH,Navarang Congress Party,800,6,806,0.1,Lost
4795,NCT OF Delhi,New Delhi,UPEN‍DRA,Anjaan Aadmi Party,781,-,781,0.09,Lost
4796,NCT OF Delhi,New Delhi,DILIP SINGH,Independent,725,1,726,0.09,Lost
4797,NCT OF Delhi,New Delhi,LUKMAN KHAN,Log Party,654,2,656,0.08,Lost
4798,NCT OF Delhi,New Delhi,PUNAM PANDEY,Rashtravadi Loktantrik Party (India),640,1,641,0.08,Lost
4799,NCT OF Delhi,New Delhi,SANDHYA THAKKAR,Rashtriya Republican Party,485,1,486,0.06,Lost
4800,NCT OF Delhi,New Delhi,RAVINDER SINGH,Independent,414,2,416,0.05,Lost
4801,NCT OF Delhi,New Delhi,DINESH KUMAR,Peoples Party of India (Democratic),360,1,361,0.04,Lost
4802,NCT OF Delhi,New Delhi,PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,335,-,335,0.04,Lost
4803,NCT OF Delhi,New Delhi,MAHESH KUMAR DENWAL,Ambedkarite Party of India,287,1,288,0.03,Lost
4804,NCT OF Delhi,New Delhi,MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,208,4,212,0.03,Lost
4805,NCT OF Delhi,New Delhi,NOTA,None of the Above,4791,22,4813,0.57,Lost
4806,NCT OF Delhi,North-East Delhi,MANOJ TIWARI,Bharatiya Janata Party,821567,2884,824451,53.1,Won
4807,NCT OF Delhi,North-East Delhi,KANHAIYA KUMAR,Indian National Congress,684501,1172,685673,44.16,Lost
4808,NCT OF Delhi,North-East Delhi,ASHOK KUMAR,Bahujan Samaj Party,12053,85,12138,0.78,Lost
4809,NCT OF Delhi,North-East Delhi,SUNITA,Navarang Congress Party,3518,-,3518,0.23,Lost
4810,NCT OF Delhi,North-East Delhi,AKESHAN DUT,Independent,3325,-,3325,0.21,Lost
4811,NCT OF Delhi,North-East Delhi,SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),2066,4,2070,0.13,Lost
4812,NCT OF Delhi,North-East Delhi,AJAY TIWARI,Right to Recall Party,2040,2,2042,0.13,Lost
4813,NCT OF Delhi,North-East Delhi,SUBHASH,Rashtriya Janmorcha,1639,-,1639,0.11,Lost
4814,NCT OF Delhi,North-East Delhi,AKASH SRIVASTAV,Jai Hind National Party,1317,-,1317,0.08,Lost
4815,NCT OF Delhi,North-East Delhi,SANJEEV KUMAR PANDEY,Bharatiya Liberal Party,1163,-,1163,0.07,Lost
4816,NCT OF Delhi,North-East Delhi,SAROJ KUMAR RAY,Independent,931,66,997,0.06,Lost
4817,NCT OF Delhi,North-East Delhi,ADV. BHIM KISHOR,Peoples Party of India (Democratic),826,1,827,0.05,Lost
4818,NCT OF Delhi,North-East Delhi,SANJEEV KUMAR,Public Political Party,799,-,799,0.05,Lost
4819,NCT OF Delhi,North-East Delhi,PRAKASH DEVI,Socialist Unity Centre Of India (COMMUNIST),676,-,676,0.04,Lost
4820,NCT OF Delhi,North-East Delhi,LAKSHYA VASHIST (SHYAM),Jindabad Kranti Party,653,-,653,0.04,Lost
4821,NCT OF Delhi,North-East Delhi,BABITA YADAV,Aazad Samaj Party (Kanshi Ram),646,-,646,0.04,Lost
4822,NCT OF Delhi,North-East Delhi,MANOJ KUMAR,Independent,559,2,561,0.04,Lost
4823,NCT OF Delhi,North-East Delhi,NIVEDITA SHARMA “PREM”,Rashtrawadi Janlok Party (Satya),541,2,543,0.03,Lost
4824,NCT OF Delhi,North-East Delhi,DR. RAJESH KUMAR SINGH,Independent,539,1,540,0.03,Lost
4825,NCT OF Delhi,North-East Delhi,KANHI LAL,Swatantra Jantaraj Party,496,2,498,0.03,Lost
4826,NCT OF Delhi,North-East Delhi,VIJAY KUMAR JHA,Independent,486,5,491,0.03,Lost
4827,NCT OF Delhi,North-East Delhi,YOGESH SWAMY,Independent,410,-,410,0.03,Lost
4828,NCT OF Delhi,North-East Delhi,ASHOK MISHRA,Independent,352,-,352,0.02,Lost
4829,NCT OF Delhi,North-East Delhi,ADV. K.T. PALUSKAR,Prabuddha Republican Party,349,-,349,0.02,Lost
4830,NCT OF Delhi,North-East Delhi,RAVI KIRAN THILAK THATIKONDA,Independent,324,-,324,0.02,Lost
4831,NCT OF Delhi,North-East Delhi,ISHWAR CHAND,Bharatrashtra Democratic Party,310,-,310,0.02,Lost
4832,NCT OF Delhi,North-East Delhi,JAGDISH,Rashtriya Samaj Paksha,276,-,276,0.02,Lost
4833,NCT OF Delhi,North-East Delhi,BIRPAL SINGH KOLI,Independent,269,1,270,0.02,Lost
4834,NCT OF Delhi,North-East Delhi,NOTA,None of the Above,5845,28,5873,0.38,Lost
4835,NCT OF Delhi,North-West Delhi,YOGENDER CHANDOLIYA,Bharatiya Janata Party,863255,3228,866483,58.26,Won
4836,NCT OF Delhi,North-West Delhi,UDIT RAJ,Indian National Congress,574451,1183,575634,38.71,Lost
4837,NCT OF Delhi,North-West Delhi,VIJAY BAUDDH,Bahujan Samaj Party,11955,42,11997,0.81,Lost
4838,NCT OF Delhi,North-West Delhi,SURESH KUMAR,Peoples Party of India (Democratic),2869,1,2870,0.19,Lost
4839,NCT OF Delhi,North-West Delhi,SANJAY KUMAR SIWAL,Rashtriya Janshakti Party (Secular),2866,-,2866,0.19,Lost
4840,NCT OF Delhi,North-West Delhi,SUBHASH,Asankhya Samaj Party,2250,-,2250,0.15,Lost
4841,NCT OF Delhi,North-West Delhi,RAJENDER SOOD,Aam Janshakti Party,1468,10,1478,0.1,Lost
4842,NCT OF Delhi,North-West Delhi,PRAVEEN GAUTAM,Navarang Congress Party,1455,1,1456,0.1,Lost
4843,NCT OF Delhi,North-West Delhi,K M KAJAL,Public Political Party,1334,8,1342,0.09,Lost
4844,NCT OF Delhi,North-West Delhi,NARESH KUMAR,Independent,1270,5,1275,0.09,Lost
4845,NCT OF Delhi,North-West Delhi,ADVOCATE SATISH CHANDRA,Ambedkarite Party of India,1236,1,1237,0.08,Lost
4846,NCT OF Delhi,North-West Delhi,PARMENDRA MANJHI,Independent,1102,-,1102,0.07,Lost
4847,NCT OF Delhi,North-West Delhi,ADVOCATE DR. MAHENDER   SINGH CHURIYANA,Bahujan Dravida Party,1015,1,1016,0.07,Lost
4848,NCT OF Delhi,North-West Delhi,CHANDER PAL SONI,Independent,891,-,891,0.06,Lost
4849,NCT OF Delhi,North-West Delhi,ADITI,Independent,790,-,790,0.05,Lost
4850,NCT OF Delhi,North-West Delhi,ADV. KRUPAL,Prabuddha Republican Party,673,2,675,0.05,Lost
4851,NCT OF Delhi,North-West Delhi,NAND RAM BAGRI,Voters Party  International,638,-,638,0.04,Lost
4852,NCT OF Delhi,North-West Delhi,SHYAM BHARTEEY,Gareeb Aadmi Party,629,3,632,0.04,Lost
4853,NCT OF Delhi,North-West Delhi,HARI KISHAN (MECHANIC),Independent,547,1,548,0.04,Lost
4854,NCT OF Delhi,North-West Delhi,POOJA (BHAGTANI),Bharatiya Jan Jagriti Party,504,5,509,0.03,Lost
4855,NCT OF Delhi,North-West Delhi,NARESH KUMAR,Rashtriya Samaj Paksha,499,1,500,0.03,Lost
4856,NCT OF Delhi,North-West Delhi,PREETI,Saman Adhikar Party,495,8,503,0.03,Lost
4857,NCT OF Delhi,North-West Delhi,SATYA PRAKASH UTTRAKHANDI,Independent,433,1,434,0.03,Lost
4858,NCT OF Delhi,North-West Delhi,KHILKHILAKAR,Bahujan Shoshit Samaj Sangharsh Samta Party,372,1,373,0.03,Lost
4859,NCT OF Delhi,North-West Delhi,PRADEEP KUMAR,Independent,371,-,371,0.02,Lost
4860,NCT OF Delhi,North-West Delhi,PUSHPA NAGRA,Independent,353,-,353,0.02,Lost
4861,NCT OF Delhi,North-West Delhi,NOTA,None of the Above,8917,67,8984,0.6,Lost
4862,NCT OF Delhi,South Delhi,RAMVIR SINGH BIDHURI,Bharatiya Janata Party,691184,1648,692832,53.46,Won
4863,NCT OF Delhi,South Delhi,SAHI RAM,Aam Aadmi Party,567716,783,568499,43.87,Lost
4864,NCT OF Delhi,South Delhi,ABDUL BASIT,Bahujan Samaj Party,9829,32,9861,0.76,Lost
4865,NCT OF Delhi,South Delhi,RAM GOPAL,Haryana Jansena Party,3956,2,3958,0.31,Lost
4866,NCT OF Delhi,South Delhi,CHANDRASHEKHAR SINGH KUSHWAHA,Independent,1888,1,1889,0.15,Lost
4867,NCT OF Delhi,South Delhi,DEEPAK KAPILA,Independent,1500,-,1500,0.12,Lost
4868,NCT OF Delhi,South Delhi,OMAPRAKASH,Samaj Vikas Kranti Party,1364,1,1365,0.11,Lost
4869,NCT OF Delhi,South Delhi,JAGDISH KUMAR VERMA,Independent,1295,1,1296,0.1,Lost
4870,NCT OF Delhi,South Delhi,LAKHAN SINGH,Navarang Congress Party,967,3,970,0.07,Lost
4871,NCT OF Delhi,South Delhi,POONAM SRIVASTAVA,Independent,951,7,958,0.07,Lost
4872,NCT OF Delhi,South Delhi,ARUN KUMAR,Independent,842,-,842,0.06,Lost
4873,NCT OF Delhi,South Delhi,RINKI SANYAL,Bharatiya Sampuran Krantikari Party,762,1,763,0.06,Lost
4874,NCT OF Delhi,South Delhi,KAMLESH KUMAR JHA,Independent,714,-,714,0.06,Lost
4875,NCT OF Delhi,South Delhi,SURJEET SINGH,Delhi Janta Party,637,1,638,0.05,Lost
4876,NCT OF Delhi,South Delhi,BHIM SINGH,Ambedkarite Party of India,601,1,602,0.05,Lost
4877,NCT OF Delhi,South Delhi,SURINDER KUMAR,Bharatheeya Jawan Kisan Party,592,-,592,0.05,Lost
4878,NCT OF Delhi,South Delhi,GAUTAM ANAND,All India Forward Bloc,539,1,540,0.04,Lost
4879,NCT OF Delhi,South Delhi,SHANKAR DEY,Independent,522,-,522,0.04,Lost
4880,NCT OF Delhi,South Delhi,BIHARI LAL JALANDHARI,India Greens Party,511,3,514,0.04,Lost
4881,NCT OF Delhi,South Delhi,NAVEEN KUMAR,Hamara Sahi Vikalp Party,475,1,476,0.04,Lost
4882,NCT OF Delhi,South Delhi,VIRENDER,Independent,381,-,381,0.03,Lost
4883,NCT OF Delhi,South Delhi,RAJAN SINGH,Independent,323,2,325,0.03,Lost
4884,NCT OF Delhi,South Delhi,NOTA,None of the Above,5927,34,5961,0.46,Lost
4885,NCT OF Delhi,West Delhi,KAMALJEET SEHRAWAT,Bharatiya Janata Party,838332,4326,842658,55.27,Won
4886,NCT OF Delhi,West Delhi,MAHABAL MISHRA,Aam Aadmi Party,641759,1886,643645,42.22,Lost
4887,NCT OF Delhi,West Delhi,VISHAKHA,Bahujan Samaj Party,7899,65,7964,0.52,Lost
4888,NCT OF Delhi,West Delhi,SABIR KHAN,Independent,3096,1,3097,0.2,Lost
4889,NCT OF Delhi,West Delhi,AJ RAJAN,Navarang Congress Party,2381,6,2387,0.16,Lost
4890,NCT OF Delhi,West Delhi,SUNIL MEGHWAL,Ambedkarite Party of India,1874,2,1876,0.12,Lost
4891,NCT OF Delhi,West Delhi,OM PRAKASH NARAYAN,Aapki Apni Party (Peoples),1770,3,1773,0.12,Lost
4892,NCT OF Delhi,West Delhi,ANJU SHARMA,Independent,1263,4,1267,0.08,Lost
4893,NCT OF Delhi,West Delhi,KAPIL MARWAH,Independent,1154,1,1155,0.08,Lost
4894,NCT OF Delhi,West Delhi,JARNAIL SINGH,Independent,1083,6,1089,0.07,Lost
4895,NCT OF Delhi,West Delhi,MADHU,Akhil Bhartiya Parivar Party,1056,3,1059,0.07,Lost
4896,NCT OF Delhi,West Delhi,RAJIV KANT MISHRA,Independent,995,-,995,0.07,Lost
4897,NCT OF Delhi,West Delhi,RAMESH KUMAR JAIN @ NIRBHIK,Gareeb Aadmi Party,971,-,971,0.06,Lost
4898,NCT OF Delhi,West Delhi,UMA SHANKAR TIWARI,Bhartiya Mahasangh Party,753,5,758,0.05,Lost
4899,NCT OF Delhi,West Delhi,MEENA UJJAINWAL,Peoples Party of India (Democratic),752,4,756,0.05,Lost
4900,NCT OF Delhi,West Delhi,CHARANJEET SINGH,All India Forward Bloc,614,5,619,0.04,Lost
4901,NCT OF Delhi,West Delhi,UMESH CHAUHAN,Rashtriya Rashtrawadi Party,611,3,614,0.04,Lost
4902,NCT OF Delhi,West Delhi,PRAMOD KUREEL,Bahujan National Party (Ambedkar),585,1,586,0.04,Lost
4903,NCT OF Delhi,West Delhi,AMIT KUMAR SINGH,Rashtriya Suraksha Party,571,3,574,0.04,Lost
4904,NCT OF Delhi,West Delhi,JAYA RAMAN,Sarvlokhit Samaj Party,439,7,446,0.03,Lost
4905,NCT OF Delhi,West Delhi,RAM NARAYAN MOHANTY,Independent,433,1,434,0.03,Lost
4906,NCT OF Delhi,West Delhi,CHAMAN LAL VERMA,Samaj Vikas Kranti Party,418,2,420,0.03,Lost
4907,NCT OF Delhi,West Delhi,DEEPAK SHARMA,Bharatiya Jan Jagriti Party,362,8,370,0.02,Lost
4908,NCT OF Delhi,West Delhi,RAVI,Independent,280,2,282,0.02,Lost
